Hora,MTCNN,haarcascade_frontalface_alt2.xml,haarcascade_profileface.xml,HS.xml,haarcascade_fullbody.xml,haarcascade_upperbody.xml,haarcascade_frontalcatface_extended.xml,
14,35,15,4,2,0,1,4,
