Hora,MTCNN,haarcascade_lefteye_2splits.xml,haarcascade_frontalface_alt2.xml,haarcascade_lowerbody.xml,haarcascade_righteye_2splits.xml,haarcascade_profileface.xml,parojosG.xml,HS.xml,haarcascade_eye_tree_eyeglasses.xml,haarcascade eye.xml,haarcascade_frontalface_alt_tree.xml,haarcascade_fullbody.xml,haarcascade_upperbody.xml,haarcascade_frontalcatface_extended.xml,
11,4,0,1,1,1,1,1,11,0,10,0,3,7,0,
