Hora,MTCNN,haarcascade_frontalface_alt2.xml,HS.xml,haarcascade_fullbody.xml,haarcascade_profileface.xml,haarcascade_upperbody.xml,haarcascade_frontalcatface_extended.xml,
2,1,1,1,0,1,0,0,
