Hora,MTCNN,haarcascade_frontalface_alt2.xml,HS.xml,haarcascade_fullbody.xml,haarcascade_profileface.xml,haarcascade_upperbody.xml,haarcascade_frontalcatface_extended.xml,
1,2,2,7,1,1,3,0,
