Hora,MTCNN,haarcascade_frontalface_alt2.xml,haarcascade_profileface.xml,HS.xml,haarcascade_fullbody.xml,haarcascade_upperbody.xml,haarcascade_frontalcatface_extended.xml,
13,3,1,0,13,2,8,0,
